,MWP,GLON,GLAT,Disp,MajAxis,MinAxis,Reff,e_Reff,theta,e_theta,Ecc,HR2,HR3,RelFlag,HierFlag,IDDR1,IDA14,Dist,IDCW,Simbad,_RA.icrs,_DE.icrs
2G2956987-0019266,2G2956987-0019266,295.6987,-0.1927,1.2,6.87,5.49,6.22,0.97,94,71,0.6,,0.31,C,P,1G295703-001961,G295.728-00.215,9.3,,Simbad,177.2069,-62.182
2G0551576+0012270,2G0551576+0012270,55.1576,0.1227,0.88,3.77,3.24,3.51,0.75,177,108,0.51,0.29,0.35,R,,1G055159+001250,G055.153+00.124,,N119,Simbad,293.2999,19.7319
2G3281249+0037117,2G3281249+0037117,328.125,0.3712,0.94,3.86,2.71,3.34,0.37,49,34,0.71,,0.14,C,,,G328.118+00.374,,,Simbad,238.3546,-53.3561
2G0258386+0013909,2G0258386+0013909,25.8387,0.1391,0.81,7.87,7.67,7.77,0.46,90,45,0.22,,0.15,C,,1G025836+001556,G025.867+00.118,6.5,,Simbad,279.4876,-6.2457
2G3355028-0014084,2G3355028-0014084,335.5029,-0.1408,0.2,2.46,1.39,1.99,0.17,31,74,0.83,,0.17,C,,1G335505-001393,G335.499-00.142,,,Simbad,247.4948,-48.6887
2G3281744-0061101,2G3281744-0061101,328.1745,-0.611,0.19,1.02,0.85,0.94,0.25,32,112,0.55,,0.23,C,,1G328175-006103,G328.162-00.614,,,Simbad,239.4825,-54.0784
2G2981858-0021701,2G2981858-0021701,298.1859,-0.217,0.13,0.67,0.62,0.65,0.13,36,129,0.37,0.34,0.35,R,,1G298185-002187,,,S182,Simbad,182.4649,-62.705
2G3498925+0024029,2G3498925+0024029,349.8925,0.2403,0.15,0.42,0.27,0.35,0.08,156,103,0.77,0.3,0.24,R,,1G349893+002412,,,CS115,Simbad,259.548,-37.2649
2G3563904+0054365,2G3563904+0054365,356.3904,0.5436,0.05,0.27,0.23,0.25,0.04,87,79,0.54,,0.15,C,,,G356.392+00.544,,,Simbad,263.6495,-31.7055
2G0131137-0014867,2G0131137-0014867,13.1137,-0.1487,0.04,0.26,0.18,0.22,0.12,19,70,0.71,,0.13,C,,,G013.113-00.149,,,Simbad,273.6646,-17.6332
2G0251370-0033482,2G0251370-0033482,25.1371,-0.3348,0.69,0.86,0.58,0.73,0.29,21,80,0.73,0.08,0.18,R,,1G025138-003353,G025.142-00.338,,,Simbad,279.5874,-7.0865
2G0283988-0026869,2G0283988-0026869,28.3989,-0.2687,0.38,1.0,0.7,0.86,0.22,74,58,0.72,,0.15,C,,,G028.392-00.263,,,Simbad,281.0287,-4.1562
2G3027549+0078784,2G3027549+0078784,302.7549,0.7878,0.58,0.5,0.47,0.49,0.3,112,123,0.32,0.15,0.07,R,,1G302751+007805,,,,Simbad,192.4814,-62.0834
2G3055624+0004325,2G3055624+0004325,305.5625,0.0433,0.3,1.18,0.94,1.07,0.2,18,65,0.61,0.1,0.09,C,,1G305561+000381,G305.579+00.036,4.9,,Simbad,198.6047,-62.711
2G0205227+0050133,2G0205227+0050133,20.5227,0.5013,0.1,0.62,0.47,0.55,0.06,13,16,0.65,,0.15,C,,,G020.524+00.501,,,Simbad,276.6782,-10.7926
2G0187918+0020219,2G0187918+0020219,18.7918,0.2022,0.19,0.69,0.47,0.59,0.07,48,77,0.74,,0.21,C,,,,,,Simbad,276.1233,-12.4629
2G0225100+0004107,2G0225100+0004107,22.5101,0.0411,0.15,0.62,0.46,0.54,0.13,169,108,0.68,,0.22,C,,,,,,Simbad,278.0285,-9.2456
2G3562110-0005499,2G3562110-0005499,356.211,-0.055,0.68,1.56,1.31,1.44,0.4,8,104,0.55,0.04,0.1,C,,,G356.217-00.052,,,Simbad,264.1291,-32.1798
2G3507627-0027189,2G3507627-0027189,350.7627,-0.2719,1.13,5.49,4.52,5.03,0.82,53,79,0.57,0.15,0.54,R,,1G350767-002698,G350.767-00.274,,,Simbad,260.6976,-36.8431
2G0117821-0014882,2G0117821-0014882,11.7821,-0.1488,0.3,1.76,1.3,1.54,0.31,83,128,0.67,0.11,0.32,R,,1G011780-001471,G011.776-00.149,,,Simbad,272.9929,-18.8019
2G0411938+0006195,2G0411938+0006195,41.1938,0.062,0.09,0.25,0.22,0.23,0.05,6,104,0.49,0.15,0.1,R,,,G041.194+00.062,,,Simbad,286.592,7.3761
2G0428366+0025461,2G0428366+0025461,42.8367,0.2546,0.32,1.07,0.97,1.02,0.27,179,98,0.43,0.22,0.36,R,,1G042836+002567,G042.837+00.255,,,Simbad,287.1832,8.9233
2G3364111+0036469,2G3364111+0036469,336.4112,0.3647,0.69,8.17,6.91,7.57,0.73,164,102,0.53,,0.17,C,,1G336394+003721,G336.410+00.385,,,Simbad,247.8779,-47.6811
2G0234328-0021684,2G0234328-0021684,23.4328,-0.2168,0.25,0.52,0.42,0.47,0.14,159,99,0.61,0.14,0.12,R,,,,,,Simbad,278.6909,-8.5459
2G0448236+0010624,2G0448236+0010624,44.8237,0.1062,0.11,0.57,0.45,0.52,0.07,54,49,0.61,,0.51,C,,1G044825+001096,G044.823+00.108,,,Simbad,288.2486,10.6168
2G2981802-0078429,2G2981802-0078429,298.1803,-0.7843,0.36,0.43,0.37,0.4,0.17,60,72,0.5,0.18,0.23,R,,1G298184-007855,G298.183-00.784,9.8,,Simbad,182.2501,-63.2639
2G0469722+0031934,2G0469722+0031934,46.9723,0.3194,0.83,2.84,2.4,2.63,0.5,52,162,0.54,0.14,0.53,R,,1G046966+003154,G046.965+00.315,15.8,N97,Simbad,289.0755,12.6183
2G0608815-0013334,2G0608815-0013334,60.8816,-0.1333,0.19,0.56,0.5,0.53,0.11,48,78,0.45,0.02,0.15,R,,,G060.881-00.135,,,Simbad,296.5869,24.5868
2G0146418-0078019,2G0146418-0078019,14.6419,-0.7802,0.29,0.46,0.43,0.45,0.07,52,89,0.34,,0.21,C,,,G014.640-00.780,,,Simbad,275.0051,-16.5879
2G3055483-0027589,2G3055483-0027589,305.5484,-0.2759,0.5,3.62,2.58,3.15,0.34,142,115,0.7,0.08,0.11,C,,1G305544-002877,G305.545-00.311,,,Simbad,198.6365,-63.0302
2G0118470-0018817,2G0118470-0018817,11.847,-0.1882,0.1,1.03,0.75,0.9,0.09,101,74,0.69,,0.15,C,,1G011846-001889,G011.840-00.191,,,Simbad,273.0623,-18.764
2G3331085-0039690,2G3331085-0039690,333.1085,-0.3969,0.16,0.27,0.18,0.23,0.08,16,38,0.73,0.09,0.11,C,,,G333.107-00.398,,,Simbad,245.1938,-50.5805
2G3051974+0002083,2G3051974+0002083,305.1975,0.0208,0.17,0.35,0.25,0.31,0.1,87,104,0.7,0.08,0.1,C,,,G305.200+00.021,,,Simbad,197.8147,-62.7637
2G0307414-0002102,2G0307414-0002102,30.7415,-0.021,1.43,2.38,1.8,2.11,0.89,50,89,0.66,0.43,0.23,R,,1G030748-000177,G030.758-00.047,5.6,N52,Simbad,281.879,-1.9589
2G0292219+0044645,2G0292219+0044645,29.222,0.4465,0.31,3.72,2.07,3.01,0.18,108,65,0.83,,0.15,C,,1G029232+004316,,,,Simbad,280.7682,-3.0973
2G0336966+0020785,2G0336966+0020785,33.6967,0.2079,0.09,0.24,0.15,0.2,0.06,51,81,0.77,0.1,0.2,R,,,G033.697+00.208,,,Simbad,283.0232,0.7754
2G0478177+0049986,2G0478177+0049986,47.8177,0.4999,0.15,0.84,0.5,0.69,0.12,117,72,0.8,,0.13,C,,,G047.816+00.500,,,Simbad,289.3163,13.4503
2G3039149-0068619,2G3039149-0068619,303.915,-0.6862,0.35,0.42,0.27,0.35,0.11,1,47,0.77,,0.15,C,D,,G303.915-00.688,,,Simbad,195.0662,-63.5411
2G0445976-0097221,2G0445976-0097221,44.5976,-0.9722,0.22,0.71,0.54,0.63,0.15,26,53,0.65,,0.2,C,,1G044599-009717,G044.597-00.972,,,Simbad,289.1122,9.9154
2G0379116-0037208,2G0379116-0037208,37.9117,-0.3721,0.22,0.95,0.62,0.8,0.15,22,86,0.76,0.09,0.11,C,,1G037912-003728,,,,Simbad,285.4665,4.2605
2G0077429+0007205,2G0077429+0007205,7.7429,0.0721,0.11,0.55,0.33,0.45,0.06,72,59,0.8,,0.26,C,,,G007.744+00.072,,,Simbad,270.6872,-22.2229
2G3455687+0001431,2G3455687+0001431,345.5687,0.0143,0.27,1.51,1.17,1.35,0.25,87,112,0.63,0.07,0.1,C,,1G345568+000156,,,,Simbad,256.4979,-40.8906
2G0173266-0013750,2G0173266-0013750,17.3266,-0.1375,0.11,0.51,0.43,0.47,0.06,57,89,0.55,0.31,0.34,R,,1G017330-001379,,,,Simbad,275.7265,-13.9166
2G0083526+0001074,2G0083526+0001074,8.3527,0.0107,1.04,3.19,2.57,2.9,0.68,11,125,0.59,0.08,0.06,C,,1G008363+000159,G008.359+00.003,,,Simbad,271.0684,-21.7222
2G0406242-0064585,2G0406242-0064585,40.6242,-0.6459,0.23,1.97,1.53,1.76,0.14,161,55,0.63,,0.28,C,,1G040625-006455,G040.620-00.651,,,Simbad,286.9613,6.5448
2G3416664-0038621,2G3416664-0038621,341.6664,-0.3862,0.34,2.36,1.3,1.91,0.37,68,54,0.84,,0.44,C,,1G341667-003864,G341.668-00.398,,,Simbad,253.6599,-44.2105
2G0203454-0061865,2G0203454-0061865,20.3455,-0.6187,0.08,0.54,0.45,0.5,0.08,49,75,0.56,,0.19,C,,1G020346-006190,G020.344-00.620,,,Simbad,277.6051,-11.4698
2G0163120-0014557,2G0163120-0014557,16.312,-0.1456,0.27,0.76,0.52,0.65,0.16,153,105,0.73,0.1,0.3,R,,1G016312-001458,G016.313-00.147,,,Simbad,275.2415,-14.8159
2G0525321-0094777,2G0525321-0094777,52.5322,-0.9478,0.25,0.9,0.72,0.82,0.17,38,108,0.59,0.21,0.38,R,,1G052533-009480,G052.537-00.946,5.2,,Simbad,292.9524,16.9159
2G3076249-0017861,2G3076249-0017861,307.625,-0.1786,0.68,2.96,2.12,2.58,0.54,101,150,0.7,0.17,0.39,R,,1G307626-001765,,,,Simbad,203.1268,-62.6755
2G3108450+0055454,2G3108450+0055454,310.8451,0.5545,2.76,11.22,9.53,10.41,1.68,74,65,0.53,,0.12,C,,1G310857+005622,G310.837+00.576,,,Simbad,209.5126,-61.2896
2G0402220-0002562,2G0402220-0002562,40.2221,-0.0256,0.08,0.27,0.24,0.26,0.04,50,60,0.47,,0.21,C,,1G040223-000232,G040.221-00.026,,,Simbad,286.2208,6.4728
2G3476383+0052417,2G3476383+0052417,347.6384,0.5242,1.97,2.9,2.0,2.49,1.01,138,89,0.72,,0.14,C,,,G347.635+00.537,,,Simbad,257.5802,-38.9273
2G3011227-0015211,2G3011227-0015211,301.1228,-0.1521,0.51,2.94,2.69,2.82,0.35,30,113,0.41,0.16,0.48,R,,1G301126-001547,G301.118-00.194,,S169,Simbad,188.8764,-62.9679
2G0286573+0049637,2G0286573+0049637,28.6574,0.4964,0.34,1.92,1.77,1.85,0.25,19,90,0.39,0.2,0.37,R,,1G028658+004946,G028.656+00.491,,,Simbad,280.4651,-3.5766
2G0081633-0020513,2G0081633-0020513,8.1633,-0.2051,3.45,8.23,6.33,7.34,1.62,63,98,0.64,0.07,0.14,R,,,G008.153-00.198,,,Simbad,271.1709,-21.9931
2G3448050-0025703,2G3448050-0025703,344.805,-0.257,0.15,1.07,0.72,0.91,0.13,77,71,0.74,,0.13,C,,1G344805-002561,G344.803-00.257,,,Simbad,256.1707,-41.6629
2G0334885+0015842,2G0334885+0015842,33.4885,0.1584,0.36,0.94,0.69,0.82,0.21,49,76,0.68,0.15,0.14,R,,1G033490+001577,G033.487+00.158,,,Simbad,282.9723,0.5676
2G0244282+0022205,2G0244282+0022205,24.4282,0.2221,0.1,0.38,0.37,0.37,0.05,66,57,0.24,,0.18,C,,,G024.426+00.221,7.7,,Simbad,278.7603,-7.4602
2G3201196-0043559,2G3201196-0043559,320.1197,-0.4356,0.62,1.44,1.05,1.26,0.34,10,143,0.68,0.1,0.07,C,,,G320.116-00.429,,,Simbad,227.4285,-58.6147
2G0079887-0033032,2G0079887-0033032,7.9887,-0.3303,1.43,3.9,2.8,3.4,0.69,55,112,0.69,0.06,0.1,C,,1G007982-003302,G007.978-00.360,,,Simbad,271.1963,-22.2066
2G0223371+0002906,2G0223371+0002906,22.3371,0.0291,0.89,2.53,1.3,2.01,0.36,55,56,0.86,0.04,0.1,C,,,,,,Simbad,277.9582,-9.4045
2G2996976+0001590,2G2996976+0001590,299.6976,0.0159,0.97,2.56,2.25,2.41,0.68,24,102,0.48,0.35,0.51,R,,1G299701+000151,G299.703+00.015,,S174,Simbad,185.7987,-62.6784
2G3285509-0050176,2G3285509-0050176,328.551,-0.5018,0.17,0.58,0.5,0.54,0.1,26,114,0.48,,0.13,C,,,G328.551-00.500,3.4,,Simbad,239.8486,-53.751
2G3069058+0009918,2G3069058+0009918,306.9058,0.0992,0.3,1.32,1.06,1.19,0.19,179,73,0.6,,0.15,C,,1G306900+001002,G306.907+00.094,,,Simbad,201.493,-62.5058
2G3017275-0078705,2G3017275-0078705,301.7275,-0.7871,0.32,1.71,1.07,1.43,0.24,47,38,0.78,,0.16,C,,,G301.734-00.805,,,Simbad,190.147,-63.6335
2G0260893-0006760,2G0260893-0006760,26.0894,-0.0676,0.34,1.01,0.79,0.9,0.24,15,117,0.62,,0.16,C,,,G026.090-00.079,,,Simbad,279.788,-6.1177
2G0470549-0040351,2G0470549-0040351,47.0549,-0.4035,1.79,3.66,2.61,3.18,0.83,42,96,0.7,0.07,0.2,R,,1G047072-003926,G047.046-00.400,,,Simbad,289.7696,12.3536
2G0180680-0001250,2G0180680-0001250,18.0681,-0.0125,0.25,0.85,0.52,0.71,0.16,74,50,0.79,,0.24,C,,1G018067-000071,G018.068-00.013,,,Simbad,275.9705,-13.203
2G3407441+0031333,2G3407441+0031333,340.7441,0.3133,0.03,0.21,0.2,0.2,0.02,74,78,0.34,,0.24,C,,,G340.743+00.312,,,Simbad,252.0844,-44.4759
2G0099583+0007570,2G0099583+0007570,9.9583,0.0757,0.09,0.51,0.46,0.48,0.08,29,66,0.46,0.34,0.19,R,,1G009959+000758,G009.961+00.071,,CN140,Simbad,271.8483,-20.2896
2G0176261+0011983,2G0176261+0011983,17.6261,0.1198,0.67,1.15,0.89,1.03,0.61,180,111,0.63,0.08,0.13,R,,1G017629+001220,G017.629+00.123,,,Simbad,275.6373,-13.5313
2G0225564-0001486,2G0225564-0001486,22.5565,-0.0149,0.22,0.98,0.79,0.89,0.13,174,54,0.59,,0.15,C,,1G022550-000188,G022.557-00.017,,,Simbad,278.1005,-9.2303
2G0146053+0002095,2G0146053+0002095,14.6054,0.0209,0.78,2.09,1.44,1.8,0.39,175,66,0.72,,0.16,C,,1G014618+000251,G014.598+00.019,,,Simbad,274.2515,-16.2408
2G0074670-0027517,2G0074670-0027517,7.4671,-0.2752,0.13,0.51,0.41,0.46,0.09,147,48,0.58,,0.22,C,,1G007469-002748,G007.466-00.279,,,Simbad,270.8673,-22.6339
2G0337206-0041440,2G0337206-0041440,33.7206,-0.4144,0.53,0.96,0.81,0.89,0.26,42,93,0.53,0.22,0.25,R,,1G033719-004135,G033.715-00.415,,,Simbad,283.5879,0.5129
2G0530675+0018082,2G0530675+0018082,53.0676,0.1808,0.84,4.38,3.89,4.14,0.67,170,114,0.46,,0.14,C,,1G053084+002253,G053.095+00.212,10.3,,Simbad,292.1841,17.9273
2G0459881-0050099,2G0459881-0050099,45.9881,-0.501,0.49,0.96,0.54,0.78,0.25,159,112,0.83,0.09,0.24,R,,1G045986-004949,G045.992-00.511,,,Simbad,289.348,11.365
2G3552039-0001014,2G3552039-0001014,355.204,-0.0101,0.07,0.36,0.21,0.29,0.04,9,55,0.8,,0.18,C,,,G355.204-00.011,,,Simbad,263.4378,-33.0025
2G0523911-0011703,2G0523911-0011703,52.3912,-0.117,0.26,0.81,0.6,0.71,0.16,21,129,0.68,0.22,0.21,R,,1G052391-001165,G052.390-00.116,,,Simbad,292.1192,17.1909
2G3225276+0025638,2G3225276+0025638,322.5277,0.2564,0.09,1.72,1.55,1.64,0.12,36,55,0.43,,0.36,C,,1G322531+002587,G322.528+00.259,,,Simbad,230.5836,-56.7612
2G0392873-0060659,2G0392873-0060659,39.2873,-0.6066,0.09,0.51,0.44,0.48,0.07,17,77,0.49,,0.21,C,,1G039287-006055,,,,Simbad,286.3084,5.3756
2G3388138+0039906,2G3388138+0039906,338.8138,0.3991,1.65,1.73,1.23,1.5,0.81,168,96,0.7,0.07,0.17,R,,,G338.816+00.403,,,Simbad,250.2031,-45.8813
2G0284435-0021088,2G0284435-0021088,28.4435,-0.2109,0.07,0.39,0.33,0.36,0.06,49,111,0.55,0.15,0.22,R,,1G028443-002110,G028.441-00.212,,,Simbad,280.9976,-4.0902
2G3208598-0042038,2G3208598-0042038,320.8598,-0.4204,0.45,1.95,1.67,1.82,0.3,8,122,0.52,0.18,0.31,R,,1G320865-004201,G320.859-00.421,,S91,Simbad,228.627,-58.2223
2G3194345-0036543,2G3194345-0036543,319.4345,-0.3654,0.13,0.66,0.57,0.61,0.17,25,74,0.51,,0.21,C,,1G319434-003663,G319.435-00.366,,,Simbad,226.2151,-58.8945
2G3353972+0003974,2G3353972+0003974,335.3972,0.0398,0.05,0.22,0.19,0.2,0.02,34,54,0.55,,0.14,C,,1G335397+000411,G335.398+00.041,,,Simbad,247.1864,-48.6407
2G0273076-0011434,2G0273076-0011434,27.3076,-0.1143,0.54,1.38,1.0,1.21,0.35,5,80,0.69,0.21,0.15,R,,1G027298-001136,,,N46,Simbad,280.3904,-5.0562
2G3370973-0004501,2G3370973-0004501,337.0973,-0.045,0.12,0.32,0.29,0.31,0.07,9,91,0.44,0.08,0.21,R,,1G337097-000484,G337.097-00.045,,,Simbad,249.0142,-47.4555
2G0459616-0038380,2G0459616-0038380,45.9617,-0.3838,0.28,0.79,0.67,0.73,0.17,25,90,0.54,0.2,0.26,R,,1G045963-003839,G045.964-00.385,,,Simbad,289.2297,11.3964
2G0069682-0004858,2G0069682-0004858,6.9683,-0.0486,0.08,0.52,0.35,0.44,0.09,95,86,0.73,,0.15,C,,,G006.968-00.050,,,Simbad,270.3865,-22.956
2G0025192-0002610,2G0025192-0002610,2.5193,-0.0261,0.27,1.36,1.2,1.29,0.17,24,132,0.47,0.16,0.24,R,,1G002520-000238,G002.521-00.024,,CN31,Simbad,267.9001,-26.7912
2G0468470-0003836,2G0468470-0003836,46.8471,-0.0384,0.19,1.99,1.15,1.63,0.3,52,111,0.82,0.18,0.22,R,,1G046841-000471,G046.840-00.041,,,Simbad,289.3398,12.3406
2G0183285+0002640,2G0183285+0002640,18.3285,0.0264,0.17,1.28,0.82,1.07,0.08,36,50,0.77,,0.15,C,,,G018.329+00.024,12.2,,Simbad,276.0603,-12.9547
2G3045004+0065613,2G3045004+0065613,304.5005,0.6561,0.37,0.93,0.87,0.9,0.3,46,78,0.37,,0.19,C,,1G304514+006536,,,,Simbad,196.2212,-62.1747
2G0456863-0022869,2G0456863-0022869,45.6863,-0.2287,0.71,1.2,0.88,1.05,0.32,2,86,0.68,,0.14,C,,1G045691-002272,G045.689-00.235,,,Simbad,288.9588,11.225
2G3189148-0017548,2G3189148-0017548,318.9149,-0.1755,0.15,0.48,0.32,0.41,0.11,5,83,0.75,,0.31,C,,1G318913-001756,,,,Simbad,225.1555,-58.9788
2G0293861-0005365,2G0293861-0005365,29.3861,-0.0537,0.23,0.58,0.53,0.56,0.17,176,20,0.43,,0.23,C,,,G029.385-00.055,,,Simbad,281.2889,-3.1798
2G3336982-0050248,2G3336982-0050248,333.6983,-0.5025,0.54,1.68,1.2,1.46,0.46,165,92,0.7,,0.12,C,,,G333.683-00.512,,,Simbad,245.9646,-50.2374
2G3038276+0011047,2G3038276+0011047,303.8277,0.1105,0.36,0.83,0.61,0.73,0.21,44,95,0.67,,0.24,C,,1G303830+001104,G303.829+00.111,,,Simbad,194.816,-62.7476
2G0026814+0001645,2G0026814+0001645,2.6814,0.0165,0.11,0.94,0.73,0.84,0.11,95,59,0.63,,0.13,C,,1G002680+000221,G002.681+00.011,,,Simbad,267.9517,-26.6301
2G2974640-0073190,2G2974640-0073190,297.4641,-0.7319,0.17,0.38,0.34,0.36,0.08,45,97,0.43,0.08,0.19,R,,,G297.463-00.733,10.7,,Simbad,180.7082,-63.0865
2G0347478-0015472,2G0347478-0015472,34.7479,-0.1547,0.08,0.33,0.26,0.29,0.06,177,67,0.6,,0.24,C,,,G034.749-00.155,,,Simbad,283.8255,1.5456
2G3315653+0025380,2G3315653+0025380,331.5654,0.2538,0.08,0.53,0.42,0.48,0.07,47,113,0.59,,0.2,C,,1G331566+002546,,,,Simbad,242.7152,-51.1799
2G0564208-0002692,2G0564208-0002692,56.4208,-0.0269,0.57,0.53,0.41,0.47,0.25,43,90,0.63,0.09,0.1,C,,,G056.413-00.028,10.0,,Simbad,294.0932,20.7634
2G0531480+0007143,2G0531480+0007143,53.148,0.0714,0.74,3.0,2.27,2.66,0.67,55,92,0.66,0.17,0.08,R,,1G053161+000641,G053.141+00.069,,,Simbad,292.3255,17.9456
2G3264309+0090529,2G3264309+0090529,326.4309,0.9053,0.22,0.52,0.39,0.46,0.14,51,86,0.66,0.15,0.13,R,,,,,,Simbad,235.551,-53.9859
2G3365086+0012101,2G3365086+0012101,336.5087,0.121,0.28,1.59,1.12,1.38,0.43,118,148,0.71,0.28,0.36,R,,1G336515+001282,G336.518+00.119,,S40,Simbad,248.2417,-47.7761
2G0420113-0051112,2G0420113-0051112,42.0113,-0.5111,1.69,8.74,6.36,7.64,1.55,67,130,0.69,0.05,0.43,R,P,1G041993-005250,G042.006-00.500,,N81 N83,Simbad,287.4851,7.8378
2G3510200-0084291,2G3510200-0084291,351.0201,-0.8429,0.44,0.99,0.75,0.88,0.21,33,122,0.66,0.3,0.13,R,,1G351019-008437,G351.020-00.843,,,Simbad,261.4689,-36.9518
2G3331765-0008495,2G3331765-0008495,333.1766,-0.085,1.36,2.71,1.92,2.35,0.66,20,97,0.7,,0.16,C,,1G333174-000855,G333.173-00.068,,,Simbad,244.9254,-50.3109
2G3063607-0029343,2G3063607-0029343,306.3607,-0.2934,0.21,0.94,0.6,0.79,0.09,59,49,0.77,,0.14,C,,1G306362-002930,G306.361-00.291,,,Simbad,200.42,-62.9636
2G3320548-0006084,2G3320548-0006084,332.0549,-0.0609,0.15,0.83,0.66,0.75,0.25,47,92,0.6,,0.13,C,,,G332.046-00.056,,,Simbad,243.627,-51.0739
2G0280313-0006504,2G0280313-0006504,28.0313,-0.065,0.05,0.22,0.15,0.18,0.05,4,131,0.73,0.21,0.28,R,D,,,,,Simbad,280.6785,-4.3901
2G3433223+0043840,2G3433223+0043840,343.3223,0.4384,0.41,0.49,0.37,0.43,0.09,36,78,0.67,,0.16,C,,,G343.324+00.440,,,Simbad,254.2042,-42.4035
2G3384355+0001779,2G3384355+0001779,338.4355,0.0178,0.13,0.25,0.2,0.22,0.08,15,78,0.62,0.07,0.1,C,,,,,,Simbad,250.2542,-46.4172
2G0231534+0053704,2G0231534+0053704,23.1535,0.5371,0.24,1.17,0.92,1.06,0.15,50,69,0.62,0.17,0.17,R,,1G023156+005391,,,,Simbad,277.8843,-8.4458
2G3404247-0058054,2G3404247-0058054,340.4248,-0.5806,0.2,0.67,0.4,0.55,0.18,53,48,0.81,0.13,0.14,R,,1G340425-005810,G340.425-00.581,,,Simbad,252.7635,-45.2941
2G3418992-0047702,2G3418992-0047702,341.8993,-0.477,0.11,0.24,0.15,0.2,0.05,7,53,0.78,,0.14,C,,,G341.900-00.477,,,Simbad,253.9622,-44.0863
2G0339341-0003784,2G0339341-0003784,33.9341,-0.0379,0.82,1.78,1.35,1.58,0.39,95,86,0.65,0.05,0.18,R,,1G033937-000388,G033.941-00.039,10.4,,Simbad,283.3502,0.8746
2G0609415-0008074,2G0609415-0008074,60.9415,-0.0807,1.17,4.31,2.58,3.56,0.81,50,61,0.8,,0.17,C,,1G060930-000902,G060.904-00.064,,,Simbad,296.57,24.6651
2G3488312+0010441,2G3488312+0010441,348.8313,0.1044,0.05,0.21,0.21,0.21,0.05,33,57,0.07,,0.36,C,,,G348.832+00.105,,,Simbad,258.9112,-38.2088
2G3502439+0065684,2G3502439+0065684,350.2439,0.6568,1.49,4.73,3.09,4.0,1.68,73,95,0.76,,0.17,C,,,G350.240+00.654,,,Simbad,259.3758,-36.7376
2G3175090-0063422,2G3175090-0063422,317.5091,-0.6342,0.47,3.27,2.88,3.08,0.31,44,67,0.47,,0.23,C,,1G317512-006294,G317.517-00.629,,,Simbad,223.1162,-60.0353
2G0311047+0012991,2G0311047+0012991,31.1047,0.1299,0.6,0.47,0.3,0.39,0.17,156,115,0.77,0.08,0.19,R,,1G031104+001315,G031.102+00.128,,,Simbad,281.9104,-1.5669
2G3491690+0006761,2G3491690+0006761,349.169,0.0676,0.38,3.51,2.4,3.01,0.23,120,107,0.73,,0.15,C,P,1G349161+000420,G349.185+00.046,,,Simbad,259.1983,-37.9552
2G0355077-0007045,2G0355077-0007045,35.5077,-0.0704,0.85,1.83,1.37,1.62,0.48,168,139,0.67,0.09,0.07,C,,,G035.489-00.079,,,Simbad,284.0973,2.2601
2G3491090-0077462,2G3491090-0077462,349.109,-0.7746,0.21,0.72,0.52,0.63,0.14,49,24,0.69,0.18,0.14,R,,1G349110-007745,G349.110-00.773,,,Simbad,260.0311,-38.489
2G3063273-0032943,2G3063273-0032943,306.3274,-0.3294,0.17,0.5,0.41,0.46,0.11,61,130,0.56,0.11,0.09,C,,,G306.323-00.332,,,Simbad,200.3564,-63.0033
2G3120092+0026653,2G3120092+0026653,312.0092,0.2665,1.34,3.3,2.31,2.85,0.54,21,120,0.71,,0.13,C,,,,,,Simbad,212.0059,-61.2482
2G3530581+0062185,2G3530581+0062185,353.0581,0.6219,1.27,4.45,2.81,3.72,0.68,85,103,0.78,0.23,0.34,R,,,G353.038+00.581,,CS63,Simbad,261.3801,-34.4431
2G3525811+0019611,2G3525811+0019611,352.5811,0.1961,0.28,1.08,0.88,0.99,0.23,48,84,0.58,0.06,0.24,R,,1G352581+001968,G352.574+00.194,,,Simbad,261.4843,-35.0767
2G0117282-0000748,2G0117282-0000748,11.7282,-0.0075,0.17,0.59,0.42,0.51,0.09,12,80,0.7,,0.12,C,,,G011.731-00.009,,,Simbad,272.8347,-18.7812
2G3369824-0000382,2G3369824-0000382,336.9824,-0.0038,0.43,0.34,0.26,0.3,0.19,87,108,0.63,0.07,0.13,R,,,G336.986-00.006,7.8,,Simbad,248.8545,-47.5125
2G3364220-0023482,2G3364220-0023482,336.4221,-0.2348,0.68,0.69,0.49,0.6,0.24,17,80,0.71,0.07,0.16,R,,,,,,Simbad,248.5435,-48.0814
2G3387756-0013540,2G3387756-0013540,338.7757,-0.1354,0.03,0.18,0.18,0.18,0.06,12,60,0.19,,0.23,C,,,G338.777-00.136,,,Simbad,250.7459,-46.2625
2G0486363+0006214,2G0486363+0006214,48.6364,0.0621,0.55,1.73,1.34,1.54,0.25,38,55,0.63,,0.13,C,,,,,,Simbad,290.109,13.9687
2G3241405-0092925,2G3241405-0092925,324.1406,-0.9293,0.58,2.53,1.95,2.26,0.37,105,121,0.64,,0.16,C,,1G324138-009299,,,,Simbad,234.2373,-56.8241
2G3345716+0049090,2G3345716+0049090,334.5717,0.4909,0.29,1.28,0.99,1.14,0.14,152,50,0.63,,0.17,C,,1G334574+004916,G334.571+00.471,,,Simbad,245.8222,-48.9179
2G0286309+0036859,2G0286309+0036859,28.631,0.3686,0.29,1.85,1.49,1.68,0.15,18,69,0.59,,0.13,C,,1G028633+003665,G028.630+00.369,,,Simbad,280.5669,-3.6585
