,MWP,GLON,GLAT,Disp,MajAxis,MinAxis,Reff,e_Reff,theta,e_theta,Ecc,HR2,HR3,RelFlag,HierFlag,IDDR1,IDA14,Dist,IDCW,Simbad,_RA.icrs,_DE.icrs
2G3061840-0035349,2G3061840-0035349,306.1841,-0.3535,0.17,0.42,0.31,0.37,0.13,161,78,0.68,0.13,0.09,R,,,G306.181-00.353,,,Simbad,200.0486,-63.0435
2G3183482-0069734,2G3183482-0069734,318.3482,-0.6974,0.13,0.93,0.71,0.83,0.2,93,77,0.64,,0.21,C,,,G318.352-00.690,,,Simbad,224.6592,-59.7065
2G3135731+0032833,2G3135731+0032833,313.5731,0.3283,0.52,0.58,0.36,0.48,0.31,42,65,0.78,0.11,0.11,C,,,G313.578+00.327,,,Simbad,215.0262,-60.6984
2G0148521-0060041,2G0148521-0060041,14.8521,-0.6004,0.06,0.49,0.43,0.46,0.05,71,69,0.48,,0.38,C,,1G014851-006013,G014.851-00.600,,,Simbad,274.9433,-16.3177
2G0229938-0015378,2G0229938-0015378,22.9939,-0.1538,0.2,1.22,0.98,1.1,0.18,172,120,0.59,,0.25,C,,1G022994-001535,G022.987-00.155,,,Simbad,278.4297,-8.9064
2G0236592-0025126,2G0236592-0025126,23.6592,-0.2513,0.14,0.62,0.48,0.55,0.13,168,73,0.62,,0.17,C,,1G023660-002527,G023.661-00.252,11.2,,Simbad,278.8273,-8.3608
2G0460972+0042410,2G0460972+0042410,46.0973,0.4241,0.15,0.42,0.37,0.4,0.14,10,108,0.48,0.27,0.37,R,,1G046098+004196,G046.095+00.422,,,Simbad,288.5641,11.8925
2G3309356-0025733,2G3309356-0025733,330.9357,-0.2573,0.11,0.35,0.22,0.29,0.06,59,81,0.77,0.11,0.13,R,,1G330936-002567,G330.937-00.258,,,Simbad,242.5305,-51.9827
2G0240427+0020432,2G0240427+0020432,24.0427,0.2043,0.06,0.16,0.12,0.14,0.07,146,115,0.65,0.12,0.15,R,,,G024.043+00.204,,,Simbad,278.5971,-7.8106
2G3296466+0009460,2G3296466+0009460,329.6466,0.0946,0.14,0.37,0.33,0.35,0.09,36,99,0.45,0.1,0.18,R,,1G329646+000954,G329.649+00.094,,,Simbad,240.5788,-52.5829
2G3166722+0036981,2G3166722+0036981,316.6722,0.3698,0.07,0.34,0.24,0.3,0.05,41,15,0.71,,0.16,C,,1G316672+003695,G316.673+00.370,,S112,Simbad,220.7553,-59.4919
2G0205581+0005781,2G0205581+0005781,20.5581,0.0578,0.48,0.77,0.46,0.63,0.18,66,92,0.8,,0.13,C,,,G020.550+00.053,9.1,,Simbad,277.0947,-10.9676
2G3210481-0080591,2G3210481-0080591,321.0482,-0.8059,1.51,4.98,3.6,4.34,0.82,170,82,0.69,,0.28,C,,,G321.061-00.763,,,Simbad,229.3178,-58.4516
2G3308243-0033990,2G3308243-0033990,330.8243,-0.3399,0.28,1.05,0.65,0.87,0.19,87,106,0.79,0.08,0.12,C,D,1G330825-003463,,,,Simbad,242.4885,-52.119
2G3515565+0020027,2G3515565+0020027,351.5565,0.2003,0.96,1.04,0.79,0.92,0.37,51,103,0.64,0.09,0.17,R,,1G351553+002033,G351.557+00.211,,CS83,Simbad,260.772,-35.9214
2G0111136-0039868,2G0111136-0039868,11.1136,-0.3987,0.65,0.62,0.41,0.53,0.32,47,98,0.75,0.05,0.12,C,,,G011.112-00.402,16.4,,Simbad,272.8844,-19.5082
2G3332438-0029146,2G3332438-0029146,333.2439,-0.2915,0.65,2.77,2.17,2.49,0.43,170,94,0.62,,0.36,C,,1G333236-002965,G333.215-00.298,,,Simbad,245.2281,-50.4103
2G3142411+0048910,2G3142411+0048910,314.2412,0.4891,1.36,3.62,2.26,3.02,0.86,61,93,0.78,0.13,0.23,R,,1G314234+004579,G314.220+00.477,,S116,Simbad,216.188,-60.3175
2G3122606+0026520,2G3122606+0026520,312.2606,0.2652,0.08,0.28,0.18,0.24,0.05,31,45,0.78,0.19,0.15,R,,1G312261+002665,G312.262+00.267,,,Simbad,212.5054,-61.1752
2G0329492-0037419,2G0329492-0037419,32.9492,-0.3742,0.24,0.44,0.36,0.4,0.12,170,137,0.56,0.12,0.11,C,,,G032.946-00.376,,,Simbad,283.2004,-0.1552
2G0075150+0039232,2G0075150+0039232,7.515,0.3923,0.52,0.58,0.48,0.54,0.21,25,119,0.56,0.28,0.11,R,,,,,,Simbad,270.2648,-22.2627
2G3399790-0055057,2G3399790-0055057,339.979,-0.5506,0.23,0.91,0.78,0.85,0.2,26,78,0.51,0.09,0.21,R,,1G339980-005491,G339.977-00.550,,,Simbad,252.3239,-45.6174
2G0107849-0051042,2G0107849-0051042,10.7849,-0.5104,0.6,10.99,6.08,8.88,0.51,139,58,0.83,,0.14,C,,1G010748-004703,G010.769-00.487,,N2,Simbad,272.8203,-19.8501
2G3326729-0061798,2G3326729-0061798,332.673,-0.618,0.25,1.78,1.11,1.48,0.27,5,92,0.78,0.36,0.34,R,,1G332678-006262,G332.657-00.622,3.3,S51,Simbad,244.9501,-51.044
2G0485859-0001317,2G0485859-0001317,48.5859,-0.0132,0.3,0.71,0.57,0.65,0.21,39,99,0.6,0.16,0.31,R,,1G048587-000113,G048.584-00.015,,,Simbad,290.1531,13.8888
2G0061078-0017482,2G0061078-0017482,6.1078,-0.1748,0.18,0.31,0.26,0.29,0.11,40,83,0.56,0.06,0.11,C,,1G006109-001759,,,,Simbad,270.0411,-23.7658
2G0173620-0004146,2G0173620-0004146,17.3621,-0.0415,0.12,0.58,0.33,0.47,0.08,39,43,0.83,,0.28,C,,1G017364-000376,,,,Simbad,275.6564,-13.8402
2G3580016-0016516,2G3580016-0016516,358.0016,-0.1652,0.16,0.56,0.46,0.51,0.15,1,85,0.56,0.23,0.19,R,,1G358001-001641,G358.001-00.168,,CS18,Simbad,265.358,-30.7239
2G0194937-0020413,2G0194937-0020413,19.4938,-0.2041,0.1,0.21,0.14,0.18,0.05,166,52,0.75,,0.18,C,,,G019.493-00.206,,,Simbad,276.8262,-12.0316
2G3231888+0012687,2G3231888+0012687,323.1889,0.1269,0.4,0.86,0.69,0.78,0.26,33,69,0.59,0.09,0.27,R,,1G323188+001278,G323.187+00.129,,,Simbad,231.7163,-56.5045
2G3571383+0024880,2G3571383+0024880,357.1384,0.2488,0.1,0.44,0.34,0.39,0.07,34,28,0.64,,0.14,C,,,G357.135+00.250,,,Simbad,264.4133,-31.2343
2G0431629-0051007,2G0431629-0051007,43.1629,-0.5101,0.04,0.37,0.23,0.31,0.04,147,115,0.78,,0.31,C,,1G043163-005099,G043.159-00.508,,,Simbad,288.0222,8.8594
2G3455074-0092586,2G3455074-0092586,345.5074,-0.9259,1.28,3.77,3.02,3.42,0.94,61,121,0.6,0.1,0.14,R,,1G345510-009098,,,,Simbad,257.4497,-41.5029
2G0239039+0006987,2G0239039+0006987,23.9039,0.0699,0.09,0.4,0.33,0.37,0.06,171,112,0.58,0.19,0.33,R,,1G023904+000704,G023.907+00.074,2.9,N32,Simbad,278.653,-7.9957
2G0403994+0068736,2G0403994+0068736,40.3995,0.6874,0.26,1.89,1.22,1.59,0.15,175,34,0.77,,0.18,C,,1G040414+006912,G040.399+00.683,,,Simbad,285.6647,6.9573
2G0241497+0012301,2G0241497+0012301,24.1497,0.123,0.56,1.14,0.9,1.03,0.35,56,111,0.61,0.19,0.3,R,,1G024150+001239,G024.138+00.123,8.9,,Simbad,278.7197,-7.753
2G0369673-0026022,2G0369673-0026022,36.9673,-0.2602,0.22,1.45,1.15,1.31,0.21,29,106,0.61,0.05,0.2,R,,1G036971-002625,G036.966-00.265,,,Simbad,284.9338,3.4719
2G3278048-0062574,2G3278048-0062574,327.8049,-0.6258,0.28,0.44,0.35,0.39,0.15,67,91,0.62,0.05,0.24,R,,1G327807-006277,G327.807-00.629,,,Simbad,239.0156,-54.3279
2G0535972+0004682,2G0535972+0004682,53.5973,0.0468,0.19,0.97,0.63,0.82,0.17,25,62,0.76,0.15,0.17,R,,1G053600+000497,G053.601+00.050,,,Simbad,292.5749,18.3281
2G0130783-0031497,2G0130783-0031497,13.0784,-0.315,0.1,0.37,0.28,0.33,0.05,169,65,0.66,,0.2,C,,1G013078-003131,G013.078-00.314,,,Simbad,273.8003,-17.7435
2G0391765-0039791,2G0391765-0039791,39.1765,-0.3979,0.57,1.12,0.88,1.01,0.31,26,104,0.62,0.13,0.33,R,,1G039172-003984,G039.176-00.399,9.4,,Simbad,286.0711,5.3729
2G3435163+0013012,2G3435163+0013012,343.5164,0.1301,0.11,0.47,0.31,0.4,0.11,1,125,0.76,,0.13,C,,1G343517+001306,G343.518+00.133,,,Simbad,254.6947,-42.4434
2G3323348+0068095,2G3323348+0068095,332.3348,0.681,0.2,0.53,0.4,0.47,0.06,38,80,0.67,,0.16,C,,1G332335+006834,G332.335+00.683,,,Simbad,243.1433,-50.3425
2G0501523-0067745,2G0501523-0067745,50.1524,-0.6775,0.75,2.41,1.68,2.08,0.59,64,103,0.72,0.31,0.15,R,,1G050154-006584,G050.137-00.660,5.4,,Simbad,291.5217,14.9556
2G0517625+0048039,2G0517625+0048039,51.7626,0.4804,0.9,3.98,2.72,3.41,0.8,161,133,0.73,0.58,0.61,R,,1G051758+004867,,,N108,Simbad,291.2567,16.9224
2G0446890-0058044,2G0446890-0058044,44.689,-0.5804,0.2,1.52,0.84,1.22,0.11,62,39,0.83,,0.15,C,,1G044698-005780,G044.689-00.579,,,Simbad,288.8033,10.1787
2G0598749+0076139,2G0598749+0076139,59.875,0.7614,0.09,0.35,0.27,0.32,0.07,74,94,0.64,0.14,0.18,R,,1G059875+007616,G059.872+00.760,,,Simbad,295.1847,24.1597
2G3052293-0014286,2G3052293-0014286,305.2294,-0.1429,0.07,0.41,0.38,0.39,0.05,112,133,0.35,0.21,0.3,R,,1G305229-001450,G305.229-00.144,,,Simbad,197.9122,-62.9245
2G3176117-0039759,2G3176117-0039759,317.6118,-0.3976,0.64,3.33,2.69,3.02,0.49,57,68,0.59,,0.33,C,,1G317613-004032,G317.628-00.425,,,Simbad,223.0877,-59.7778
2G3179174-0082504,2G3179174-0082504,317.9174,-0.825,0.32,1.5,0.94,1.25,0.25,89,150,0.78,0.09,0.25,R,,1G317928-008150,G317.925-00.814,,,Simbad,224.0177,-60.0197
2G0103389-0027823,2G0103389-0027823,10.339,-0.2782,0.21,1.4,1.13,1.27,0.14,17,114,0.59,0.13,0.27,R,,1G010335-002752,G010.331-00.278,,CN149,Simbad,272.3749,-20.1285
2G0486030+0006723,2G0486030+0006723,48.6031,0.0672,0.33,1.13,0.86,1.01,0.19,50,70,0.64,,0.13,C,,,,,,Simbad,290.0883,13.9417
2G3506739+0083803,2G3506739+0083803,350.6739,0.838,0.1,0.55,0.48,0.52,0.06,19,63,0.5,,0.3,C,,1G350669+008395,G350.675+00.832,,CS100,Simbad,259.5004,-36.2818
2G3328385-0054267,2G3328385-0054267,332.8386,-0.5427,0.09,0.48,0.4,0.44,0.06,8,88,0.55,,0.29,C,,1G332839-005424,G332.840-00.543,3.7,,Simbad,245.0531,-50.874
2G0179165-0065873,2G0179165-0065873,17.9165,-0.6587,0.14,0.7,0.58,0.64,0.09,159,104,0.57,0.07,0.1,C,,,,,,Simbad,276.4849,-13.639
2G0022683+0024069,2G0022683+0024069,2.2683,0.2407,0.77,2.79,2.1,2.47,0.45,50,91,0.66,,0.28,C,,1G002270+002402,G002.272+00.237,,,Simbad,267.4993,-26.8702
2G0235163-0003029,2G0235163-0003029,23.5163,-0.0303,0.35,0.99,0.74,0.87,0.21,58,167,0.67,0.09,0.13,R,,1G023512-000287,,,,Simbad,278.5625,-8.3858
2G0036051-0021322,2G0036051-0021322,3.6052,-0.2132,0.48,1.69,1.5,1.6,0.48,35,106,0.46,0.18,0.35,R,,1G003606-002144,G003.607-00.209,,CN42,Simbad,268.6956,-25.9509
2G3120460+0000118,2G3120460+0000118,312.0461,0.0012,0.09,0.29,0.23,0.26,0.1,47,93,0.57,0.19,0.14,R,,,G312.046-00.001,,,Simbad,212.242,-61.491
2G3204269-0027286,2G3204269-0027286,320.4269,-0.2729,0.33,1.53,1.29,1.42,0.25,44,96,0.54,0.12,0.22,R,,1G320427-002713,G320.426-00.270,,,Simbad,227.7769,-58.3187
2G3373286+0001411,2G3373286+0001411,337.3286,0.0141,0.07,0.21,0.14,0.18,0.03,7,50,0.74,,0.25,C,,,G337.328+00.015,,,Simbad,249.1793,-47.2446
2G2972402-0074090,2G2972402-0074090,297.2403,-0.7409,0.2,1.37,1.02,1.21,0.18,40,56,0.67,0.09,0.1,C,P,1G297242-007433,G297.251-00.731,,,Simbad,180.2194,-63.0526
2G3324598-0008382,2G3324598-0008382,332.4599,-0.0838,0.12,0.74,0.56,0.66,0.09,148,53,0.64,,0.17,C,,,G332.456-00.083,,,Simbad,244.1163,-50.8103
2G3179435-0078994,2G3179435-0078994,317.9435,-0.79,0.76,1.86,1.24,1.58,0.37,3,158,0.75,0.12,0.21,R,,,,,,Simbad,224.0318,-59.9766
2G3438535-0010749,2G3438535-0010749,343.8535,-0.1075,0.09,0.54,0.42,0.49,0.06,63,84,0.63,,0.3,C,,1G343853-001089,G343.855-00.103,,,Simbad,255.2296,-42.325
2G3195610-0051501,2G3195610-0051501,319.561,-0.515,0.13,0.21,0.12,0.17,0.09,110,128,0.82,0.1,0.38,R,,,G319.562-00.516,,,Simbad,226.571,-58.9626
2G0411287+0012006,2G0411287+0012006,41.1287,0.1201,0.63,1.0,0.74,0.88,0.34,41,114,0.67,0.1,0.16,R,,1G041127+001142,G041.129+00.112,,,Simbad,286.5099,7.345
2G0342704-0020435,2G0342704-0020435,34.2704,-0.2044,0.13,0.27,0.19,0.24,0.06,51,70,0.71,,0.14,C,,,G034.269-00.208,,,Simbad,283.6518,1.098
2G0142179-0053251,2G0142179-0053251,14.218,-0.5325,0.15,0.46,0.4,0.43,0.17,9,103,0.47,0.07,0.36,R,,1G014218-005325,,,,Simbad,274.568,-16.8443
2G0442306+0008171,2G0442306+0008171,44.2306,0.0817,1.92,3.86,2.65,3.31,1.32,12,96,0.73,0.38,0.39,R,,1G044231+000775,G044.224+00.085,7.7,N91,Simbad,287.9914,10.0798
2G3407337-0061624,2G3407337-0061624,340.7338,-0.6162,0.55,1.68,1.37,1.53,0.48,45,106,0.58,0.29,0.48,R,,1G340734-006147,G340.730-00.617,,,Simbad,253.0815,-45.0784
2G3305644-0011223,2G3305644-0011223,330.5645,-0.1122,0.27,0.43,0.32,0.38,0.25,176,110,0.67,0.09,0.24,R,,1G330565-001137,G330.564-00.112,,,Simbad,241.9259,-52.1264
2G3327182-0005264,2G3327182-0005264,332.7182,-0.0526,0.04,0.2,0.17,0.19,0.06,69,98,0.53,0.26,0.24,R,,,G332.718-00.053,,,Simbad,244.3751,-50.6083
2G3572333-0009035,2G3572333-0009035,357.2333,-0.0904,0.03,0.18,0.11,0.15,0.02,159,58,0.79,,0.27,C,,,,,,Simbad,264.8081,-31.3353
2G3526963-0030006,2G3526963-0030006,352.6963,-0.3001,0.39,0.74,0.57,0.66,0.24,2,115,0.64,0.17,0.22,R,,1G352696-002999,G352.697-00.297,,,Simbad,262.0669,-35.2575
2G3391165-0030069,2G3391165-0030069,339.1165,-0.3007,0.71,6.83,4.05,5.61,0.82,174,117,0.81,0.09,0.14,R,,,G339.109-00.233,,,Simbad,251.2487,-46.1131
2G0143055+0014082,2G0143055+0014082,14.3056,0.1408,0.53,1.76,1.53,1.65,0.29,25,138,0.49,,0.14,C,,1G014317+001421,G014.303+00.140,,,Simbad,273.993,-16.4475
2G0325843-0033209,2G0325843-0033209,32.5844,-0.3321,0.52,1.25,0.91,1.09,0.46,157,63,0.69,,0.19,C,,,G032.587-00.330,7.2,,Simbad,282.9966,-0.4607
2G3400793+0090920,2G3400793+0090920,340.0793,0.9092,0.15,0.37,0.27,0.32,0.12,9,71,0.69,0.08,0.35,R,,1G340080+009088,G340.081+00.906,,,Simbad,250.8429,-44.5934
2G0192545+0014670,2G0192545+0014670,19.2545,0.1467,0.1,0.43,0.26,0.36,0.05,2,73,0.79,,0.19,C,,1G019256+001457,G019.254+00.146,,,Simbad,276.3948,-12.0798
2G3432967+0017388,2G3432967+0017388,343.2967,0.1739,0.06,0.26,0.18,0.22,0.02,76,51,0.73,,0.24,C,,1G343297+001732,G343.297+00.173,,,Simbad,254.463,-42.5884
2G0089091+0016937,2G0089091+0016937,8.9091,0.1694,0.06,0.21,0.18,0.2,0.04,56,49,0.49,,0.22,C,,1G008909+001694,G008.909+00.168,,CN124,Simbad,271.213,-21.1595
2G2974667-0078330,2G2974667-0078330,297.4667,-0.7833,0.06,0.44,0.25,0.36,0.04,82,94,0.83,,0.15,C,,,G297.464-00.784,,,Simbad,180.6925,-63.1375
2G3101806-0012778,2G3101806-0012778,310.1806,-0.1278,0.31,2.33,1.87,2.11,0.29,106,85,0.6,,0.13,C,P,1G310181-001376,,,,Simbad,208.5108,-62.1152
2G3122999-0032733,2G3122999-0032733,312.3,-0.3273,0.22,0.5,0.37,0.44,0.19,41,72,0.67,0.11,0.12,R,,1G312300-003273,G312.299-00.327,,,Simbad,212.959,-61.728
2G3425646+0073531,2G3425646+0073531,342.5646,0.7353,0.2,0.91,0.75,0.84,0.14,43,91,0.56,0.14,0.46,R,,1G342567+007370,G342.567+00.737,,,Simbad,253.2431,-42.8058
2G0304432-0000874,2G0304432-0000874,30.4432,-0.0088,0.16,0.68,0.56,0.62,0.07,90,71,0.55,,0.18,C,,1G030443-000070,G030.442-00.004,,,Simbad,281.7319,-2.2188
2G0100650-0016834,2G0100650-0016834,10.065,-0.1683,0.15,0.82,0.53,0.69,0.13,90,50,0.77,,0.21,C,,1G010067-001680,G010.064-00.169,,,Simbad,272.131,-20.3149
2G0269890-0005989,2G0269890-0005989,26.9891,-0.0599,0.29,1.81,1.19,1.53,0.18,42,51,0.76,,0.46,C,,1G026990-000561,G026.984-00.062,10.2,N45,Simbad,280.1954,-5.3145
2G0317286+0069902,2G0317286+0069902,31.7287,0.699,0.07,0.28,0.23,0.25,0.11,53,124,0.57,0.3,0.43,R,,,G031.727+00.698,19.7,,Simbad,281.6886,-0.752
2G0438429+0038498,2G0438429+0038498,43.843,0.385,0.26,1.22,0.93,1.08,0.16,36,87,0.65,0.16,0.2,R,,1G043829+003957,G043.846+00.384,,,Simbad,287.5364,9.8763
2G3494759+0011960,2G3494759+0011960,349.476,0.1196,0.14,0.51,0.31,0.42,0.1,161,83,0.79,0.14,0.3,R,,1G349476+001209,G349.477+00.119,,CS118,Simbad,259.3695,-37.6747
2G0432176+0010670,2G0432176+0010670,43.2176,0.1067,0.07,0.3,0.24,0.27,0.06,9,97,0.57,0.25,0.22,R,,1G043218+001087,G043.218+00.106,,N87,Simbad,287.494,9.1931
2G3504814+0094910,2G3504814+0094910,350.4814,0.9491,0.13,0.62,0.51,0.57,0.11,173,104,0.56,0.26,0.27,R,,1G350482+009505,G350.482+00.951,,CS103,Simbad,259.2498,-36.3748
2G0484216+0011754,2G0484216+0011754,48.4216,0.1175,0.13,0.64,0.52,0.58,0.11,13,87,0.57,0.14,0.18,R,,1G048422+001173,G048.417+00.117,10.2,,Simbad,289.9548,13.8051
2G3191273-0046119,2G3191273-0046119,319.1274,-0.4612,0.07,0.38,0.35,0.37,0.03,36,60,0.4,,0.13,C,,1G319132-004601,G319.129-00.462,,,Simbad,225.7845,-59.1276
2G3508514-0004147,2G3508514-0004147,350.8515,-0.0415,0.14,0.39,0.3,0.35,0.09,180,108,0.65,0.11,0.22,R,,1G350852-000436,G350.850-00.040,,,Simbad,260.5236,-36.6393
2G0261927-0017975,2G0261927-0017975,26.1928,-0.1797,0.5,0.59,0.42,0.51,0.29,47,87,0.71,0.14,0.08,R,,,G026.192-00.183,,,Simbad,279.9359,-6.0772
2G0430980-0005208,2G0430980-0005208,43.0981,-0.0521,0.14,0.18,0.16,0.17,0.06,161,99,0.44,0.06,0.18,R,,,G043.097-00.052,12.4,,Simbad,287.5808,9.0138
2G0214297-0054934,2G0214297-0054934,21.4297,-0.5494,0.07,0.43,0.24,0.34,0.05,152,44,0.83,,0.22,C,,,G021.426-00.546,4.7,,Simbad,278.0533,-10.4765
2G3402596-0005801,2G3402596-0005801,340.2597,-0.058,0.14,0.55,0.47,0.51,0.08,26,87,0.53,0.1,0.35,R,,1G340260-000593,G340.261-00.056,,,Simbad,252.0444,-45.0855
2G0342631+0013065,2G0342631+0013065,34.2632,0.1306,0.19,1.24,0.81,1.05,0.13,134,93,0.76,0.16,0.19,R,,1G034261+001357,G034.256+00.136,3.5,,Simbad,283.3504,1.2444
2G0024408+0048004,2G0024408+0048004,2.4408,0.48,0.17,0.99,0.86,0.93,0.24,20,76,0.5,0.5,0.38,R,,1G002441+004805,G002.440+00.479,,CN30,Simbad,267.3686,-26.5993
2G0285912-0035336,2G0285912-0035336,28.5912,-0.3534,0.17,0.58,0.35,0.48,0.09,27,63,0.8,0.15,0.2,R,,1G028592-003541,G028.590-00.352,5.4,,Simbad,281.1923,-4.0239
2G0380457-0002942,2G0380457-0002942,38.0458,-0.0294,0.63,1.17,0.86,1.03,0.37,32,117,0.68,0.2,0.27,R,,1G038046-000318,G038.045-00.034,9.5,,Simbad,285.2225,4.5366
2G0497916+0035894,2G0497916+0035894,49.7917,0.3589,0.65,2.95,1.96,2.51,0.49,29,84,0.75,0.08,0.22,R,,1G049799+003628,G049.792+00.360,,,Simbad,290.3995,15.1279
2G3194524-0002059,2G3194524-0002059,319.4525,-0.0206,0.08,0.39,0.3,0.35,0.07,89,136,0.64,0.22,0.25,R,,1G319453-000219,G319.453-00.022,,,Simbad,225.9215,-58.5846
2G2992833-0029002,2G2992833-0029002,299.2834,-0.29,0.51,2.0,1.68,1.85,0.37,71,118,0.54,0.27,0.38,R,,1G299286-002903,G299.290-00.289,,S175,Simbad,184.8203,-62.9337
2G3492123+0007710,2G3492123+0007710,349.2124,0.0771,0.3,0.25,0.18,0.22,0.06,29,101,0.68,0.08,0.09,C,D,,G349.213+00.074,,,Simbad,259.2204,-37.9143
2G3546689+0025798,2G3546689+0025798,354.6689,0.258,1.06,2.03,1.58,1.82,0.49,29,94,0.63,0.11,0.41,R,,1G354668+002549,G354.670+00.252,,CS45,Simbad,262.8205,-33.3043
2G0404040+0008312,2G0404040+0008312,40.4041,0.0831,0.06,0.29,0.23,0.26,0.06,58,69,0.61,,0.14,C,,1G040403+000837,G040.403+00.084,,,Simbad,286.2077,6.6844
2G0337521-0005965,2G0337521-0005965,33.7521,-0.0597,0.32,0.78,0.66,0.72,0.18,93,82,0.54,,0.18,C,,1G033753-000607,G033.753-00.063,7.1,,Simbad,283.2866,0.7027
2G0083276-0032441,2G0083276-0032441,8.3277,-0.3244,0.47,0.69,0.61,0.65,0.21,30,139,0.47,0.05,0.12,C,D,1G008328-003216,G008.327-00.320,,,Simbad,271.3698,-21.9082
2G0315486+0009985,2G0315486+0009985,31.5487,0.0999,0.06,0.43,0.25,0.35,0.09,137,112,0.82,,0.13,C,,,G031.549+00.099,,,Simbad,282.1397,-1.1855
2G3385702-0013248,2G3385702-0013248,338.5702,-0.1325,0.44,0.79,0.56,0.69,0.24,33,77,0.71,0.1,0.1,C,,1G338571-001382,,,,Simbad,250.5469,-46.4153
2G3501263+0006996,2G3501263+0006996,350.1263,0.07,0.38,0.59,0.4,0.51,0.2,158,129,0.74,0.18,0.16,R,,1G350127+000699,G350.127+00.069,,CS112,Simbad,259.8917,-37.1714
2G0170087-0006303,2G0170087-0006303,17.0087,-0.063,0.18,0.87,0.69,0.78,0.14,69,107,0.61,0.14,0.24,R,,1G017011-000545,G017.004-00.061,,,Simbad,275.5048,-14.1622
2G0155170+0018639,2G0155170+0018639,15.517,0.1864,0.05,0.25,0.15,0.2,0.04,48,54,0.79,0.24,0.21,R,,,G015.520+00.188,,,Simbad,274.5495,-15.3598
2G0462042+0053330,2G0462042+0053330,46.2043,0.5333,0.12,0.41,0.26,0.35,0.08,103,51,0.77,,0.2,C,,1G046204+005341,G046.203+00.532,,,Simbad,288.516,12.0379
2G3524829+0080188,2G3524829+0080188,352.483,0.8019,0.35,0.57,0.35,0.47,0.16,170,76,0.78,,0.15,C,,,G352.486+00.799,,,Simbad,260.8059,-34.8171
2G3366513-0011729,2G3366513-0011729,336.6513,-0.1173,0.5,1.12,0.64,0.91,0.23,36,36,0.82,0.13,0.19,R,,,G336.652-00.117,,,Simbad,248.6463,-47.8332
2G0062245-0002751,2G0062245-0002751,6.2245,-0.0275,0.14,0.62,0.51,0.56,0.19,152,90,0.57,0.14,0.3,R,,1G006223-000258,G006.226-00.028,,CN81,Simbad,269.9649,-23.5913
2G2995970+0017042,2G2995970+0017042,299.597,0.1704,0.07,0.15,0.12,0.14,0.06,168,57,0.59,0.09,0.17,R,,,,,,Simbad,185.6187,-62.5137
2G3501756+0001626,2G3501756+0001626,350.1757,0.0163,0.06,0.25,0.23,0.24,0.06,14,96,0.45,0.21,0.27,R,,,G350.174+00.015,,CS111,Simbad,259.9825,-37.1616
2G3380912-0021431,2G3380912-0021431,338.0913,-0.2143,1.11,1.53,0.81,1.22,0.56,47,54,0.85,0.12,0.12,C,,,,,,Simbad,250.1756,-46.8288
2G0342041-0058398,2G0342041-0058398,34.2042,-0.584,0.04,0.21,0.16,0.19,0.02,98,26,0.69,,0.25,C,,,G034.204-00.584,,,Simbad,283.9595,0.8659
2G3220567+0060630,2G3220567+0060630,322.0567,0.6063,1.65,3.73,3.14,3.45,0.8,46,102,0.54,0.12,0.33,R,,1G322060+006149,G322.036+00.625,,,Simbad,229.5164,-56.7196
2G3178275-0001630,2G3178275-0001630,317.8275,-0.0163,0.06,0.26,0.17,0.22,0.06,139,136,0.75,0.3,0.29,R,,,G317.829-00.015,,,Simbad,223.1308,-59.3402
2G0137944+0018321,2G0137944+0018321,13.7944,0.1832,0.37,1.04,0.78,0.92,0.2,52,62,0.66,,0.21,C,,,G013.789+00.189,,,Simbad,273.6997,-16.8766
2G3137255-0051979,2G3137255-0051979,313.7255,-0.5198,0.11,0.65,0.47,0.56,0.07,49,72,0.69,0.08,0.17,R,,1G313725-005191,G313.724-00.519,,,Simbad,215.9223,-61.4432
2G3389452-0005285,2G3389452-0005285,338.9452,-0.0529,0.52,1.08,0.63,0.89,0.18,5,120,0.81,0.12,0.09,C,,1G338944-000598,,,,Simbad,250.8168,-46.0805
2G0305796-0009050,2G0305796-0009050,30.5797,-0.0905,0.22,1.34,1.15,1.25,0.23,5,115,0.51,0.09,0.18,R,,1G030587-000967,G030.585-00.097,7.3,,Simbad,281.867,-2.1346
2G0549278-0047793,2G0549278-0047793,54.9279,-0.4779,0.08,0.42,0.32,0.37,0.07,164,52,0.65,,0.38,C,,1G054928-004766,G054.928-00.478,,N118,Simbad,293.739,19.2398
2G3392397+0000780,2G3392397+0000780,339.2397,0.0078,0.06,0.24,0.16,0.2,0.05,4,102,0.74,0.18,0.17,R,,1G339240+000080,G339.240+00.008,,,Simbad,251.0285,-45.8183
2G0214772-0015435,2G0214772-0015435,21.4773,-0.1544,0.08,0.39,0.28,0.34,0.04,164,27,0.68,,0.17,C,,,G021.474-00.156,,,Simbad,277.7197,-10.2517
2G0282961+0000365,2G0282961+0000365,28.2962,0.0037,0.09,0.24,0.17,0.21,0.03,26,62,0.69,,0.17,C,,,G028.296+00.002,,,Simbad,280.7387,-4.1231
2G3074005-0057919,2G3074005-0057919,307.4005,-0.5792,0.1,0.5,0.28,0.4,0.07,154,67,0.83,,0.36,C,,1G307402-005802,G307.396-00.578,13.6,,Simbad,202.7773,-63.1062
