,dec_min,ra_min,dec_max,ra_max,fits_path
0,-0.5014162547514623,329.63536979531295,-0.46709976746441895,329.6711095410493,spitzer_33000+0000_rgb
0,0.23225227632331052,328.94477133216685,0.2653528619298047,328.97665886440006,spitzer_33000+0000_rgb
0,0.42129980047450194,331.275116442327,0.6197718036981152,331.4712244929375,spitzer_33000+0000_rgb
0,-0.41127294510602047,330.648625888696,-0.3641777307332226,330.694385084202,spitzer_33000+0000_rgb
0,-0.5578033798386328,331.0859682508591,-0.4986333771751245,331.14600812656073,spitzer_33000+0000_rgb
0,0.49503856926836426,329.434142746544,0.5170255482151611,329.45560661351686,spitzer_33000+0000_rgb
0,-0.46924397317214356,331.16218777320887,-0.4509908809067578,331.18047585896346,spitzer_33000+0000_rgb
0,-0.27402750377014157,331.4497408912643,-0.2397279435662622,331.48380221091065,spitzer_33000+0000_rgb
0,-0.09997965394812011,331.49369584687946,-0.06787149997232665,331.52604803975254,spitzer_33000+0000_rgb
0,0.11959016807493164,329.3220888739666,0.14204190938687256,329.34436182296264,spitzer_33000+0000_rgb
0,0.8323146075622705,329.4632421928676,0.8545035721841309,329.48532731634464,spitzer_33000+0000_rgb
0,-0.5629862004248254,328.560063165441,-0.5396900173895581,328.5839039855151,spitzer_33000+0000_rgb
0,-0.37892284777327145,331.2849898349691,-0.3133100554606494,331.34891529005904,spitzer_33000+0000_rgb
0,0.08622200434611328,329.24763672627364,0.13375536975619629,329.29569841199094,spitzer_33000+0000_rgb
0,-0.1814142234462744,331.3087090526681,-0.15931176598500732,331.33037421358426,spitzer_33000+0000_rgb
0,-0.41474812410772705,331.1237912078376,-0.3591443648981396,331.1780843388051,spitzer_33000+0000_rgb
0,-0.012711181513513184,328.80475196507746,0.009215820220341796,328.8264420690272,spitzer_33000+0000_rgb
0,-0.31456778656786377,329.0836074310389,-0.29590763050446534,329.10243848553813,spitzer_33000+0000_rgb
